,序号,客队半场得分,客队球衣颜色,赢球平均欧指数,客队名称,本场比赛序号,主队盘路名称,客队盘路名称,盘路,status,平球平均欧指,主队ID,比赛时间,澳门盘口,输球平均欧指,主队本轮排名,主队名称,客队得分,主队得分,主队半场得分,轮次,客队本轮排名
178,0,lred,,拉齐奥,964,4211,都  灵,拉齐奥,赢,5,,776,2002-01-27 02:30,受平手/半球,,9,都灵,0,1,0,20,7
179,1,lred,,国际米兰,846,4213,威尼斯,国际米兰,赢,5,,1249,2002-01-27 02:30,受一球,,18,威尼斯,1,1,0,20,1
180,1,lblue,,威尼斯,1249,5100,博洛尼亚,威尼斯,输,5,,707,2002-02-03 02:30,半球/一球,,6,博洛尼亚,1,1,0,21,18
181,3,lblue,,帕尔马,1149,5102,布雷西,帕尔马,输,5,,727,2002-02-03 02:30,平手,,14,布雷西亚,4,1,0,21,15
182,0,lred,,罗马,1032,5103,佛罗伦萨,罗 马,赢,5,,803,2002-02-03 02:30,受半球,,17,佛罗伦萨,2,2,2,21,1
183,0,lblue,,都灵,776,5105,国际米兰,都  灵,输,5,,846,2002-02-03 02:30,球半,,2,国际米兰,0,0,0,21,9
184,0,lred,,莱切,972,5106,尤文图斯,莱  切,赢,5,,1330,2002-02-03 02:30,球半/两球,,3,尤文图斯,0,3,1,21,16
185,0,lblue,,AC米兰,210,5107,拉齐奥,AC米兰,输半,5,,964,2002-02-03 02:30,平手/半球,,7,拉齐奥,1,1,1,21,5
186,1,lgreen,,切沃,1174,5114,皮亚琴,切 沃,走盘,5,,1162,2002-02-03 02:30,平手,,13,皮亚琴察,2,2,1,21,4
187,0,lblue,,佩鲁贾,1154,5117,乌迪内斯,佩鲁贾,输,5,,1276,2002-02-03 02:30,半球,,10,乌迪内斯,0,0,0,21,11
188,0,lred,,亚特兰大,1308,5118,维罗纳,亚特兰大,赢,5,,1261,2002-02-03 02:30,半球,,8,维罗纳,1,3,2,21,12
189,0,lblue,,布雷西亚,727,4962,亚特兰大,布雷西,输,5,,1308,2002-02-10 02:30,半球,,12,亚特兰大,0,0,0,22,15
190,0,lred,,国际米兰,846,4963,博洛尼亚,国际米兰,赢,5,,707,2002-02-10 02:30,受半球,,6,博洛尼亚,1,2,0,22,3
191,2,lblue,,乌迪内斯,1276,4965,切 沃,乌迪内斯,输,5,,1174,2002-02-10 02:30,半球/一球,,4,切沃,2,1,0,22,10
192,0,lblue,,维罗纳,1261,4967,莱  切,维罗纳,输,5,,972,2002-02-10 02:30,半球,,16,莱切,1,1,1,22,7
193,0,lblue,,佩鲁贾,1154,4971,AC米兰,佩鲁贾,输,5,,210,2002-02-10 02:30,一球/球半,,5,AC米兰,1,1,1,22,11
194,0,lred,,拉齐奥,964,4972,帕尔马,拉齐奥,赢,5,,1149,2002-02-10 02:30,平手/半球,,13,帕尔马,0,1,0,22,8
195,0,lgreen,,尤文图斯,1330,4973,罗 马,尤文图斯,走盘,5,,1032,2002-02-10 02:30,平手,,1,罗马,0,0,0,22,2
196,0,lblue,,皮亚琴察,1162,4974,都  灵,皮亚琴,输半,5,,776,2002-02-10 02:30,平手/半球,,9,都灵,1,1,0,22,14
197,0,lred,,佛罗伦萨,803,4975,威尼斯,佛罗伦萨,赢,5,,1249,2002-02-10 02:30,平手/半球,,18,威尼斯,0,2,1,22,17
198,0,lred,,罗马,1032,4997,布雷西,罗 马,赢,5,,727,2002-02-17 02:30,受半球,,15,布雷西亚,0,0,0,23,1
199,1,lblue,,佛罗伦萨,803,4999,尤文图斯,佛罗伦萨,输,5,,1330,2002-02-17 02:30,球半,,2,尤文图斯,1,2,2,23,17
200,0,lblue,,亚特兰大,1308,5002,AC米兰,亚特兰大,输,5,,210,2002-02-17 02:30,一球,,6,AC米兰,0,0,0,23,13
201,0,lblue,,都灵,776,5004,帕尔马,都  灵,输,5,,1149,2002-02-17 02:30,半球/一球,,11,帕尔马,1,0,0,23,10
202,0,lred,,威尼斯,1249,5005,皮亚琴,威尼斯,赢,5,,1162,2002-02-17 02:30,半球,,14,皮亚琴察,0,5,3,23,18
203,1,lred,,莱切,972,5006,佩鲁贾,莱  切,赢,5,,1154,2002-02-17 02:30,平手/半球,,12,佩鲁贾,1,2,1,23,16
204,1,lblue,,博洛尼亚,707,5009,乌迪内斯,博洛尼亚,输,5,,1276,2002-02-17 02:30,平手/半球,,9,乌迪内斯,1,0,0,23,5
205,1,lblue,,国际米兰,846,5010,维罗纳,国际米兰,输,5,,1261,2002-02-17 02:30,受平手/半球,,7,维罗纳,3,0,0,23,3
206,0,lblue,,切沃,1174,5013,拉齐奥,切 沃,输,5,,964,2002-02-18 22:30,半球/一球,,10,拉齐奥,1,1,0,23,5
207,0,lblue,,拉齐奥,964,5045,亚特兰大,拉齐奥,输,5,,1308,2002-02-24 02:30,平手,,14,亚特兰大,1,0,0,24,9
208,0,lred,,维罗纳,1261,5047,博洛尼亚,维罗纳,赢半,5,,707,2002-02-24 02:30,半球/一球,,5,博洛尼亚,1,2,0,24,7
209,0,lblue,,布雷西亚,727,5048,切 沃,布雷西,输,5,,1174,2002-02-24 02:30,半球,,4,切沃,1,1,1,24,15
210,1,lblue,,莱切,972,5049,佛罗伦萨,莱  切,输,5,,803,2002-02-24 02:30,一球,,17,佛罗伦萨,2,1,1,24,16
211,0,lblue,,乌迪内斯,1276,5050,国际米兰,乌迪内斯,输半,5,,846,2002-02-24 02:30,一球/球半,,2,国际米兰,2,3,1,24,11
212,2,lblue,,帕尔马,1149,5056,皮亚琴,帕尔马,输,5,,1162,2002-02-24 02:30,平手/半球,,12,皮亚琴察,3,2,0,24,13
213,0,lgreen,,佩鲁贾,1154,5059,罗 马,佩鲁贾,走盘,5,,1032,2002-02-24 02:30,一球,,3,罗马,0,1,0,24,10
214,1,lred,,尤文图斯,1330,5061,都  灵,尤文图斯,赢,5,,776,2002-02-24 02:30,受半球,,8,都灵,2,2,0,24,1
215,1,lblue,,AC米兰,210,5062,威尼斯,AC米兰,输,5,,1249,2002-02-24 02:30,受半球/一球,,18,威尼斯,4,1,1,24,6
216,0,lblue,,皮亚琴察,1162,5351,布雷西,皮亚琴,输半,5,,727,2002-03-03 02:30,平手/半球,,15,布雷西亚,2,2,0,25,13
217,1,lgreen,,博洛尼亚,707,5354,尤文图斯,博洛尼亚,走盘,5,,1330,2002-03-03 02:30,一球,,3,尤文图斯,1,2,1,25,4
218,1,lred,,罗马,1032,5356,莱  切,罗 马,赢,5,,972,2002-03-03 02:30,受半球/一球,,16,莱切,1,1,0,25,2
219,0,lblue,,国际米兰,846,5359,AC米兰,国际米兰,输,5,,210,2002-03-03 02:30,受平手/半球,,6,AC米兰,1,0,0,25,1
220,0,lblue,,切沃,1174,5361,帕尔马,切 沃,输,5,,1149,2002-03-03 02:30,半球,,10,帕尔马,0,0,0,25,5
221,0,lred,,都灵,776,5362,佩鲁贾,都  灵,赢,5,,1154,2002-03-03 02:30,半球,,11,佩鲁贾,0,2,1,25,8
222,0,lblue,,亚特兰大,1308,5363,乌迪内斯,亚特兰大,输,5,,1276,2002-03-03 02:30,平手/半球,,12,乌迪内斯,2,1,1,25,14
223,1,lblue,,佛罗伦萨,803,5364,维罗纳,佛罗伦萨,输,5,,1261,2002-03-03 02:30,半球/一球,,9,维罗纳,2,1,0,25,17
224,0,lgreen,,威尼斯,1249,5355,拉齐奥,威尼斯,走盘,5,,964,2002-03-03 22:30,两球,,7,拉齐奥,2,4,3,25,18
225,0,lred,,莱切,972,5168,亚特兰大,莱  切,赢,5,,1308,2002-03-10 02:30,平手/半球,,12,亚特兰大,1,2,2,26,16
226,0,lred,,AC米兰,210,5169,博洛尼亚,AC米兰,赢,5,,707,2002-03-10 02:30,平手,,4,博洛尼亚,0,2,2,26,6
227,0,lblue,,乌迪内斯,1276,5170,佛罗伦萨,乌迪内斯,输,5,,803,2002-03-10 02:30,半球,,17,佛罗伦萨,0,0,0,26,13
228,1,lblue,,尤文图斯,1330,5171,国际米兰,尤文图斯,输半,5,,846,2002-03-10 02:30,平手/半球,,1,国际米兰,2,2,1,26,2
229,3,lblue,,罗马,1032,5172,拉齐奥,罗 马,输,5,,964,2002-03-10 02:30,平手,,7,拉齐奥,5,1,0,26,3
230,0,lred,,佩鲁贾,1154,5173,皮亚琴,佩鲁贾,赢,5,,1162,2002-03-10 02:30,半球,,14,皮亚琴察,0,2,1,26,8
231,1,lgreen,,切沃,1174,5174,都  灵,切 沃,走盘,5,,776,2002-03-10 02:30,平手,,9,都灵,2,2,1,26,5
232,0,lblue,,布雷西亚,727,5175,威尼斯,布雷西,输,5,,1249,2002-03-10 02:30,受平手/半球,,18,威尼斯,2,1,1,26,15
233,0,lred,,帕尔马,1149,5176,维罗纳,帕尔马,赢,5,,1261,2002-03-10 02:30,平手,,10,维罗纳,0,1,0,26,11
234,0,lred,,拉齐奥,964,5211,布雷西,拉齐奥,赢半,5,,727,2002-03-17 02:30,受平手/半球,,15,布雷西亚,1,1,0,27,7
235,1,lgreen,,威尼斯,1249,5212,切 沃,威尼斯,,5,,1174,2002-03-17 02:30,,,5,切沃,1,1,0,27,18
236,0,lred,,博洛尼亚,707,5213,佛罗伦萨,博洛尼亚,赢半,5,,803,2002-03-17 02:30,受平手/半球,,17,佛罗伦萨,1,1,1,27,4
237,0,lblue,,维罗纳,1261,5214,尤文图斯,维罗纳,输半,5,,1330,2002-03-17 02:30,一球/球半,,3,尤文图斯,0,1,1,27,8
238,1,lblue,,国际米兰,846,5215,莱  切,国际米兰,输半,5,,972,2002-03-17 02:30,受半球/一球,,16,莱切,2,1,0,27,2
239,0,lred,,都灵,776,5219,AC米兰,都  灵,赢半,5,,210,2002-03-17 02:30,半球/一球,,6,AC米兰,1,2,0,27,9
240,0,lred,,帕尔马,1149,5222,佩鲁贾,帕尔马,赢,5,,1154,2002-03-17 02:30,平手,,10,佩鲁贾,1,2,2,27,13
241,0,lred,,亚特兰大,1308,5225,罗 马,亚特兰大,赢,5,,1032,2002-03-17 02:30,一球,,1,罗马,1,3,2,27,11
242,1,lblue,,皮亚琴察,1162,5227,乌迪内斯,皮亚琴,输,5,,1276,2002-03-17 02:30,半球/一球,,14,乌迪内斯,1,1,0,27,12
243,2,lred,,莱切,972,5262,博洛尼亚,莱  切,赢半,5,,707,2002-03-24 02:30,半球/一球,,4,博洛尼亚,3,4,1,28,16
244,0,lred,,佩鲁贾,1154,5263,布雷西,佩鲁贾,赢,5,,727,2002-03-24 02:30,半球,,15,布雷西亚,0,3,3,28,8
245,1,lred,,维罗纳,1261,5264,切 沃,维罗纳,赢,5,,1174,2002-03-24 02:30,平手/半球,,5,切沃,1,2,1,28,9
246,0,lred,,罗马,1032,5269,国际米兰,罗 马,赢,5,,846,2002-03-24 02:30,平手/半球,,2,国际米兰,1,3,2,28,1
247,0,lred,,乌迪内斯,1276,5270,拉齐奥,乌迪内斯,赢,5,,964,2002-03-24 02:30,一球,,7,拉齐奥,0,2,1,28,14
248,0,lred,,尤文图斯,1330,5276,帕尔马,尤文图斯,赢,5,,1149,2002-03-24 02:30,受平手/半球,,13,帕尔马,0,1,0,28,3
249,1,lblue,,AC米兰,210,5277,皮亚琴,AC米兰,输,5,,1162,2002-03-24 02:30,受平手/半球,,12,皮亚琴察,1,0,0,28,6
250,0,lred,,佛罗伦萨,803,5279,都  灵,佛罗伦萨,赢,5,,776,2002-03-24 02:30,半球,,10,都灵,0,1,1,28,17
251,0,lgreen,,亚特兰大,1308,5281,威尼斯,亚特兰大,,5,,1249,2002-03-24 02:30,,,18,威尼斯,1,0,0,28,11
252,0,lblue,,皮亚琴察,1162,5339,亚特兰大,皮亚琴,输,5,,1308,2002-03-31 02:30,半球,,10,亚特兰大,1,1,1,29,14
253,0,lred,,国际米兰,846,5341,佛罗伦萨,国际米兰,赢半,5,,803,2002-03-31 02:30,受一球/球半,,17,佛罗伦萨,1,0,0,29,1
254,1,lblue,,拉齐奥,964,5342,尤文图斯,拉齐奥,输,5,,1330,2002-03-31 02:30,一球,,3,尤文图斯,1,1,1,29,7
255,0,lred,,威尼斯,1249,5344,莱  切,威尼斯,赢,5,,972,2002-03-31 02:30,平手,,16,莱切,1,2,1,29,18
256,1,lred,,帕尔马,1149,5346,AC米兰,帕尔马,赢,5,,210,2002-03-31 02:30,半球/一球,,6,AC米兰,1,3,0,29,12
257,1,lblue,,切沃,1174,5347,佩鲁贾,切 沃,输半,5,,1154,2002-03-31 02:30,平手/半球,,9,佩鲁贾,2,2,1,29,5
258,0,lred,,博洛尼亚,707,5348,罗 马,博洛尼亚,赢,5,,1032,2002-03-31 02:30,半球/一球,,2,罗马,1,3,2,29,4
259,1,lred,,布雷西亚,727,5349,乌迪内斯,布雷西,赢,5,,1276,2002-03-31 02:30,半球,,15,乌迪内斯,2,3,2,29,13
260,1,lblue,,都灵,776,5350,维罗纳,都  灵,输,5,,1261,2002-03-31 02:30,半球,,11,维罗纳,1,0,0,29,8
261,0,lblue,,维罗纳,1261,5591,布雷西,维罗纳,输,5,,727,2002-04-07 02:30,半球/一球,,15,布雷西亚,0,0,0,30,11
262,1,lgreen,,AC米兰,210,5592,切 沃,AC米兰,走盘,5,,1174,2002-04-07 02:30,平手,,6,切沃,1,1,1,30,5
263,1,lblue,,亚特兰大,1308,5595,国际米兰,亚特兰大,输,5,,846,2002-04-07 02:30,球半,,1,国际米兰,2,1,0,30,10
264,0,lblue,,莱切,972,5597,拉齐奥,莱  切,输半,5,,964,2002-04-07 02:30,一球/球半,,7,拉齐奥,0,1,0,30,16
265,0,lred,,乌迪内斯,1276,5602,帕尔马,乌迪内斯,赢,5,,1149,2002-04-07 02:30,半球/一球,,12,帕尔马,0,2,1,30,13
266,0,lred,,佛罗伦萨,803,5603,皮亚琴,佛罗伦萨,赢,5,,1162,2002-04-07 02:30,半球,,14,皮亚琴察,0,3,3,30,17
267,2,lblue,,尤文图斯,1330,5604,佩鲁贾,尤文图斯,输,5,,1154,2002-04-07 02:30,受半球,,9,佩鲁贾,4,0,0,30,3
268,0,lgreen,,博洛尼亚,707,5608,都  灵,博洛尼亚,走盘,5,,776,2002-04-07 02:30,平手,,8,都灵,1,1,1,30,4
269,0,lgreen,,罗马,1032,5609,威尼斯,罗 马,,5,,1249,2002-04-07 02:30,,,18,威尼斯,2,2,0,30,2
270,0,lblue,,都灵,776,5444,亚特兰大,都  灵,输半,5,,1308,2002-04-14 02:30,平手/半球,,9,亚特兰大,1,1,1,31,8
271,1,lblue,,皮亚琴察,1162,5446,博洛尼亚,皮亚琴,输,5,,707,2002-04-14 02:30,半球/一球,,4,博洛尼亚,2,1,0,31,12
272,1,lgreen,,拉齐奥,964,5447,佛罗伦萨,拉齐奥,,5,,803,2002-04-14 02:30,,,17,佛罗伦萨,1,0,0,31,7
273,1,lblue,,布雷西亚,727,5449,国际米兰,布雷西,输,5,,846,2002-04-14 02:30,球半,,1,国际米兰,1,2,0,31,14
274,0,lgreen,,AC米兰,210,5450,尤文图斯,AC米兰,走盘,5,,1330,2002-04-14 02:30,一球,,3,尤文图斯,0,1,0,31,5
275,1,lblue,,切沃,1174,5452,莱  切,切 沃,输,5,,972,2002-04-14 02:30,受平手/半球,,16,莱切,3,2,2,31,6
276,1,lred,,帕尔马,1149,5457,罗 马,帕尔马,赢,5,,1032,2002-04-14 02:30,一球/球半,,2,罗马,1,3,2,31,10
277,2,lgreen,,佩鲁贾,1154,5461,威尼斯,佩鲁贾,,5,,1249,2002-04-14 02:30,,,18,威尼斯,2,0,0,31,11
278,0,lred,,乌迪内斯,1276,5462,维罗纳,乌迪内斯,赢,5,,1261,2002-04-14 02:30,平手/半球,,13,维罗纳,0,1,1,31,15
279,0,lgreen,,佛罗伦萨,803,5499,布雷西,佛罗伦萨,,5,,727,2002-04-21 02:30,,,14,布雷西亚,0,3,1,32,17
280,0,lred,,国际米兰,846,5500,切 沃,国际米兰,赢,5,,1174,2002-04-21 02:30,受半球,,4,切沃,2,2,1,32,1
281,1,lblue,,维罗纳,1261,5502,拉齐奥,维罗纳,输,5,,964,2002-04-21 02:30,球半,,7,拉齐奥,4,5,3,32,12
282,0,lgreen,,罗马,1032,5503,AC米兰,罗 马,走盘,5,,210,2002-04-21 02:30,平手,,6,AC米兰,0,0,0,32,2
283,1,lblue,,亚特兰大,1308,5506,帕尔马,亚特兰大,输,5,,1149,2002-04-21 02:30,一球,,13,帕尔马,1,1,0,32,9
284,0,lgreen,,尤文图斯,1330,5507,皮亚琴,尤文图斯,走盘,5,,1162,2002-04-21 02:30,受一球,,11,皮亚琴察,1,0,0,32,3
285,0,lgreen,,博洛尼亚,707,5508,佩鲁贾,博洛尼亚,,5,,1154,2002-04-21 02:30,,,10,佩鲁贾,0,1,0,32,5
286,1,lblue,,莱切,972,5511,都  灵,莱  切,输,5,,776,2002-04-21 02:30,半球,,8,都灵,1,1,0,32,16
287,0,lgreen,,威尼斯,1249,5512,乌迪内斯,威尼斯,,5,,1276,2002-04-21 02:30,,,15,乌迪内斯,0,1,1,32,18
288,1,lred,,皮亚琴察,1162,5545,国际米兰,皮亚琴,赢,5,,846,2002-04-28 02:30,一球/球半,,1,国际米兰,1,3,1,33,11
289,0,lred,,布雷西亚,727,5547,尤文图斯,布雷西,赢,5,,1330,2002-04-28 02:30,一球/球半,,2,尤文图斯,0,5,1,33,14
290,0,lblue,,乌迪内斯,1276,5548,莱  切,乌迪内斯,输,5,,972,2002-04-28 02:30,平手,,16,莱切,2,1,0,33,15
291,0,lgreen,,都灵,776,5558,威尼斯,都  灵,,5,,1249,2002-04-28 02:30,,,18,威尼斯,1,1,1,33,9
292,1,lred,,佩鲁贾,1154,5540,亚特兰大,佩鲁贾,赢,5,,1308,2002-04-28 23:48,平手/半球,,10,亚特兰大,1,2,1,33,8
293,0,lred,,拉齐奥,964,5541,博洛尼亚,拉齐奥,赢,5,,707,2002-04-28 23:48,平手,,7,博洛尼亚,0,2,0,33,5
294,0,lgreen,,帕尔马,1149,5544,佛罗伦萨,帕尔马,,5,,803,2002-04-28 23:48,,,17,佛罗伦萨,2,1,1,33,13
295,0,lred,,切沃,1174,5555,罗 马,切 沃,赢,5,,1032,2002-04-28 23:48,一球/球半,,3,罗马,0,5,2,33,4
296,0,lblue,,AC米兰,210,5559,维罗纳,AC米兰,输,5,,1261,2002-04-28 23:48,受平手/半球,,12,维罗纳,2,1,1,33,6
297,0,lred,,博洛尼亚,707,5633,布雷西,博洛尼亚,赢,5,,727,2002-05-05 02:30,半球/一球,,15,布雷西亚,0,3,0,34,5
298,0,lgreen,,亚特兰大,1308,5634,切 沃,亚特兰大,走盘,5,,1174,2002-05-05 02:30,一球,,6,切沃,1,2,0,34,8
299,2,lred,,国际米兰,846,5636,拉齐奥,国际米兰,赢,5,,964,2002-05-05 02:30,受半球/一球,,7,拉齐奥,2,4,2,34,1
300,0,lgreen,,莱切,972,5641,AC米兰,莱  切,,5,,210,2002-05-05 02:30,,,4,AC米兰,0,3,2,34,16
301,1,lgreen,,威尼斯,1249,5643,帕尔马,威尼斯,,5,,1149,2002-05-05 02:30,,,11,帕尔马,1,2,1,34,18
302,0,lred,,维罗纳,1261,5644,皮亚琴,维罗纳,赢,5,,1162,2002-05-05 02:30,半球,,13,皮亚琴察,0,3,1,34,14
303,0,lgreen,,佛罗伦萨,803,5645,佩鲁贾,佛罗伦萨,,5,,1154,2002-05-05 02:30,,,10,佩鲁贾,0,2,2,34,17
304,0,lgreen,,罗马,1032,5648,都  灵,罗 马,走盘,5,,776,2002-05-05 02:30,受一球,,9,都灵,1,0,0,34,3
305,2,lblue,,尤文图斯,1330,5649,乌迪内斯,尤文图斯,输,5,,1276,2002-05-05 02:30,受一球/球半,,12,乌迪内斯,2,0,0,34,2
306,1,lred,,罗马,1032,5907,博洛尼亚,罗 马,赢,5,,707,2002-09-14 21:00,平手,,17,博洛尼亚,1,2,0,1,9
307,0,lblue,,都灵,776,5918,国际米兰,都  灵,输,5,,846,2002-09-14 21:00,球半,,13,国际米兰,0,1,1,1,15
308,1,lblue,,恩波利,788,5912,科莫,恩波利,输,5,,935,2002-09-14 23:59,半球,,12,科莫,2,0,0,1,14
309,0,lred,,亚特兰大,1308,5941,尤文图斯,亚特兰大,赢,5,,1330,2002-09-15 00:00,球半,,18,尤文图斯,0,3,2,1,2
310,1,lblue,,切沃,1174,5942,拉齐奥,切 沃,输,5,,964,2002-09-15 00:00,半球/一球,,11,拉齐奥,3,2,1,1,4
311,1,lblue,,AC米兰,210,5946,摩德纳,AC米兰,输,5,,1103,2002-09-15 00:00,受平手/半球,,8,摩德纳,3,0,0,1,1
312,1,lblue,,帕尔马,1149,5956,乌迪内斯,帕尔马,输半,5,,1276,2002-09-15 22:31,平手/半球,,8,乌迪内斯,1,1,0,1,10
313,0,lred,,雷吉纳,992,5950,佩鲁贾,雷吉纳,赢,5,,1154,2002-09-15 23:59,半球/一球,,4,佩鲁贾,0,2,0,1,13
314,0,lblue,,皮亚琴察,1162,5960,布雷西,皮亚琴,输,5,,727,2002-09-16 02:30,半球,,11,布雷西亚,2,1,0,1,10
315,0,lred,,佩鲁贾,1154,6040,AC米兰,佩鲁贾,赢,5,,210,2002-09-21 00:00,一球/球半,,1,AC米兰,0,3,1,2,4
316,1,lblue,,尤文图斯,1330,6063,恩波利,尤文图斯,输,5,,788,2002-09-22 00:00,受半球,,3,恩波利,2,0,0,2,2
317,0,lblue,,拉齐奥,964,6075,都  灵,拉齐奥,输,5,,776,2002-09-22 00:00,平手,,14,都灵,1,0,0,2,11
318,1,lblue,,博洛尼亚,707,6057,亚特兰大,博洛尼亚,输半,5,,1308,2002-09-22 21:00,平手/半球,,17,亚特兰大,2,2,1,2,6
319,0,lblue,,布雷西亚,727,6061,切 沃,布雷西,输,5,,1174,2002-09-22 21:00,半球/一球,,4,切沃,2,1,0,2,12
320,0,lred,,科莫,935,6068,帕尔马,科莫,赢,5,,1149,2002-09-22 21:00,一球,,9,帕尔马,0,2,1,2,16
321,0,lred,,乌迪内斯,1276,6069,皮亚琴,乌迪内斯,赢,5,,1162,2002-09-22 21:00,平手/半球,,5,皮亚琴察,0,2,1,2,10
322,1,lblue,,国际米兰,846,6070,雷吉纳,国际米兰,输,5,,992,2002-09-22 21:00,受半球,,15,雷吉纳,2,1,0,2,7
323,1,lblue,,摩德纳,1103,6080,罗 马,摩德纳,输,5,,1032,2002-09-23 02:30,球半,,14,罗马,2,1,1,2,17
324,0,lblue,,帕尔马,1149,6119,尤文图斯,帕尔马,输,5,,1330,2002-09-28 00:00,一球,,2,尤文图斯,2,2,0,3,5
325,1,lred,,AC米兰,210,6150,拉齐奥,AC米兰,赢半,5,,964,2002-09-29 00:00,受平手/半球,,9,拉齐奥,1,1,0,3,1
326,0,lred,,皮亚琴察,1162,6142,博洛尼亚,皮亚琴,赢,5,,707,2002-09-29 21:00,半球,,6,博洛尼亚,0,1,0,3,3
327,2,lblue,,罗马,1032,6143,布雷西,罗 马,输,5,,727,2002-09-29 21:00,平手,,8,布雷西亚,3,2,1,3,15
328,0,lblue,,雷吉纳,992,6146,科莫,雷吉纳,输半,5,,935,2002-09-29 21:30,平手/半球,,18,科莫,1,1,1,3,17
329,0,lred,,都灵,776,6153,摩德纳,都  灵,赢,5,,1103,2002-09-29 21:30,平手/半球,,12,摩德纳,1,2,1,3,16
330,2,lblue,,恩波利,788,6156,佩鲁贾,恩波利,输,5,,1154,2002-09-29 21:30,半球,,11,佩鲁贾,3,1,1,3,10
331,0,lred,,亚特兰大,1308,6161,乌迪内斯,亚特兰大,赢半,5,,1276,2002-09-29 21:30,半球/一球,,13,乌迪内斯,0,1,0,3,14
332,1,lgreen,,切沃,1174,6172,国际米兰,切 沃,走盘,5,,846,2002-09-30 02:30,一球,,6,国际米兰,1,2,1,3,11
333,2,lblue,,布雷西亚,727,4512,雷吉纳,布雷西,输半,5,,992,2002-10-05 00:00,平手/半球,,15,雷吉纳,2,2,1,4,12
334,0,lred,,摩德纳,1103,4528,切 沃,摩德纳,赢,5,,1174,2002-10-06 00:00,半球/一球,,11,切沃,0,2,1,4,7
335,0,lgreen,,博洛尼亚,707,4529,恩波利,博洛尼亚,走盘,5,,788,2002-10-06 00:00,平手,,5,恩波利,0,0,0,4,4
336,0,lblue,,科莫,935,4532,尤文图斯,科莫,输,5,,1330,2002-10-06 00:00,球半,,3,尤文图斯,1,1,0,4,17
337,0,lred,,都灵,776,4536,AC米兰,都  灵,赢,5,,210,2002-10-06 00:00,球半,,2,AC米兰,0,6,3,4,18
338,0,lblue,,佩鲁贾,1154,4540,帕尔马,佩鲁贾,输,5,,1149,2002-10-06 00:00,半球,,8,帕尔马,2,2,1,4,14
339,1,lblue,,国际米兰,846,4541,皮亚琴,国际米兰,输,5,,1162,2002-10-06 00:00,受平手/半球,,6,皮亚琴察,4,1,0,4,1
340,0,lred,,乌迪内斯,1276,4545,罗 马,乌迪内斯,赢,5,,1032,2002-10-06 00:00,一球/球半,,12,罗马,1,4,1,4,10
341,1,lblue,,拉齐奥,964,4550,亚特兰大,拉齐奥,输,5,,1308,2002-10-07 00:00,平手,,16,亚特兰大,1,0,0,4,9
342,2,lblue,,罗马,1032,4300,恩波利,罗 马,输,5,,788,2002-10-19 23:59,受平手/半球,,5,恩波利,3,1,0,5,7
343,0,lgreen,,尤文图斯,1330,4338,国际米兰,尤文图斯,走盘,5,,846,2002-10-20 02:30,平手,,1,国际米兰,1,1,0,5,4
344,2,lblue,,AC米兰,210,4325,亚特兰大,AC米兰,输,5,,1308,2002-10-20 21:00,受半球,,17,亚特兰大,4,1,1,5,2
345,0,lred,,布雷西亚,727,4330,博洛尼亚,布雷西,赢,5,,707,2002-10-20 21:00,半球,,5,博洛尼亚,0,3,1,5,12
346,1,lblue,,皮亚琴察,1162,4334,科莫,皮亚琴,输半,5,,935,2002-10-20 21:00,平手/半球,,16,科莫,1,1,1,5,10
347,0,lred,,佩鲁贾,1154,4339,拉齐奥,佩鲁贾,赢,5,,964,2002-10-20 21:00,球半,,6,拉齐奥,0,3,1,5,13
348,0,lred,,切沃,1174,4350,都  灵,切 沃,赢,5,,776,2002-10-20 21:00,平手,,18,都灵,0,1,1,5,9
349,0,lred,,雷吉纳,992,4352,乌迪内斯,雷吉纳,赢半,5,,1276,2002-10-20 21:00,半球/一球,,14,乌迪内斯,0,1,0,5,15
350,1,lred,,帕尔马,1149,4355,摩德纳,帕尔马,赢,5,,1103,2002-10-21 02:30,平手,,12,摩德纳,1,2,0,5,10
351,0,lred,,AC米兰,210,4387,切 沃,AC米兰,赢,5,,1174,2002-10-26 23:59,受半球/一球,,12,切沃,0,1,1,6,1
352,0,lblue,,乌迪内斯,1276,4418,尤文图斯,乌迪内斯,输半,5,,1330,2002-10-27 02:30,一球/球半,,5,尤文图斯,0,1,0,6,11
353,0,lblue,,科莫,935,4413,布雷西,科莫,输,5,,727,2002-10-27 22:00,半球,,13,布雷西亚,1,1,0,6,15
354,0,lred,,博洛尼亚,707,4417,国际米兰,博洛尼亚,赢,5,,846,2002-10-27 22:00,半球/一球,,2,国际米兰,0,2,0,6,3
355,0,lgreen,,亚特兰大,1308,4422,帕尔马,亚特兰大,走盘,5,,1149,2002-10-27 22:00,一球,,12,帕尔马,1,2,1,6,18
356,1,lblue,,恩波利,788,4423,皮亚琴,恩波利,输,5,,1162,2002-10-27 22:00,半球,,10,皮亚琴察,2,1,1,6,9
357,0,lred,,摩德纳,1103,4424,佩鲁贾,摩德纳,赢,5,,1154,2002-10-27 22:00,半球,,14,佩鲁贾,0,2,2,6,8
358,0,lred,,都灵,776,4425,雷吉纳,都  灵,赢,5,,992,2002-10-27 22:00,平手/半球,,17,雷吉纳,1,2,0,6,16
